post_date,job_family,count_id_indexed
2020-08-10,Healthcare,0.4481
2020-08-10,Hospitality Staff,0.3484
2020-08-10,Human Resources,0.3893
2020-08-10,IT,0.1567
2020-08-10,Manufacturing/Operations Staff,0.4118
2020-08-10,Marketing/Advertising,0.4215
2020-08-10,Product Management,0.5407
2020-08-10,Retail Staff,0.4806
2020-08-10,Sales,0.4064
2020-08-10,Security,0.5674
2020-08-10,Skilled Trades,0.5680
2020-08-10,Supply Chain Staff,0.5878
2020-08-10,Unassigned,0.2118
2020-08-11,,0.6710
2020-08-11,Customer Service,0.4672
2020-08-11,Entertainment and Recreation,0.2981
2020-08-11,Facilities/Constr,0.3762
2020-08-11,Finance/Insurance,0.5472
2020-08-11,Food & Beverage,0.4804
2020-08-11,Healthcare,0.4595
2020-08-11,Hospitality Staff,0.3444
2020-08-11,Human Resources,0.3856
2020-08-11,IT,0.1582
2020-08-11,Manufacturing/Operations Staff,0.4087
2020-08-11,Marketing/Advertising,0.4193
2020-08-11,Product Management,0.5461
2020-08-11,Retail Staff,0.4789
2020-08-11,Sales,0.4067
2020-08-11,Security,0.5519
2020-08-11,Skilled Trades,0.5546
2020-08-11,Supply Chain Staff,0.5692
2020-08-11,Unassigned,0.2130
2020-08-12,,0.6809
2020-08-12,Customer Service,0.4736
2020-08-12,Entertainment and Recreation,0.3170
2020-08-12,Facilities/Constr,0.3986
2020-08-12,Finance/Insurance,0.5668
2020-08-12,Food & Beverage,0.4997
2020-08-12,Healthcare,0.4716
2020-08-12,Hospitality Staff,0.3571
2020-08-12,Human Resources,0.3933
2020-08-12,IT,0.1644
2020-08-12,Manufacturing/Operations Staff,0.4226
2020-08-12,Marketing/Advertising,0.4325
2020-08-12,Product Management,0.5806
2020-08-12,Retail Staff,0.4882
2020-08-12,Sales,0.4263
2020-08-12,Security,0.5974
2020-08-12,Skilled Trades,0.5817
2020-08-12,Supply Chain Staff,0.6162
2020-08-12,Unassigned,0.2176
2020-08-13,,0.6639
2020-08-13,Customer Service,0.4405
2020-08-13,Entertainment and Recreation,0.2951
2020-08-13,Facilities/Constr,0.3785
2020-08-13,Finance/Insurance,0.5250
2020-08-13,Food & Beverage,0.4802
2020-08-13,Healthcare,0.4409
2020-08-13,Hospitality Staff,0.3392
2020-08-13,Human Resources,0.3514
2020-08-13,IT,0.1488
2020-08-13,Manufacturing/Operations Staff,0.3767
2020-08-13,Marketing/Advertising,0.4001
2020-08-13,Product Management,0.5314
2020-08-13,Retail Staff,0.4527
2020-08-13,Sales,0.4001
2020-08-13,Security,0.5388
2020-08-13,Skilled Trades,0.5442
2020-08-13,Supply Chain Staff,0.5750
2020-08-13,Unassigned,0.2009
2020-08-14,,0.7302
2020-08-14,Customer Service,0.4734
2020-08-14,Entertainment and Recreation,0.3393
2020-08-14,Facilities/Constr,0.4382
2020-08-14,Finance/Insurance,0.5798
2020-08-14,Food & Beverage,0.5286
2020-08-14,Healthcare,0.4840
2020-08-14,Hospitality Staff,0.4037
2020-08-14,Human Resources,0.3904
2020-08-14,IT,0.1759
2020-08-14,Manufacturing/Operations Staff,0.4025
2020-08-14,Marketing/Advertising,0.4441
2020-08-14,Product Management,0.5656
2020-08-14,Retail Staff,0.4972
2020-08-14,Sales,0.4473
2020-08-14,Security,0.5879
2020-08-14,Skilled Trades,0.5866
2020-08-14,Supply Chain Staff,0.6291
2020-08-14,Unassigned,0.2202
2020-08-15,,0.6422
2020-08-15,Customer Service,0.4198
2020-08-15,Entertainment and Recreation,0.3069
2020-08-15,Facilities/Constr,0.3893
2020-08-15,Finance/Insurance,0.5128
2020-08-15,Food & Beverage,0.4688
2020-08-15,Healthcare,0.4430
2020-08-15,Hospitality Staff,0.3649
2020-08-15,Human Resources,0.3497
2020-08-15,IT,0.1590
2020-08-15,Manufacturing/Operations Staff,0.3577
2020-08-15,Marketing/Advertising,0.3857
2020-08-15,Product Management,0.5266
2020-08-15,Retail Staff,0.4392
2020-08-15,Sales,0.3966
2020-08-15,Security,0.5274
2020-08-15,Skilled Trades,0.5189
2020-08-15,Supply Chain Staff,0.5674
2020-08-15,Unassigned,0.1944
2020-08-16,,0.6300
2020-08-16,Customer Service,0.4071
2020-08-16,Entertainment and Recreation,0.2965
2020-08-16,Facilities/Constr,0.3812
2020-08-16,Finance/Insurance,0.4993
2020-08-16,Food & Beverage,0.4464
2020-08-16,Healthcare,0.4353
2020-08-16,Hospitality Staff,0.3494
2020-08-16,Human Resources,0.3393
2020-08-16,IT,0.1612
2020-08-16,Manufacturing/Operations Staff,0.3484
2020-08-16,Marketing/Advertising,0.3739
2020-08-16,Product Management,0.5204
2020-08-16,Retail Staff,0.4269
2020-08-16,Sales,0.3882
2020-08-16,Security,0.5204
2020-08-16,Skilled Trades,0.5075
2020-08-16,Supply Chain Staff,0.5546
2020-08-16,Unassigned,0.1899
2020-08-17,,0.7229
2020-08-17,Customer Service,0.4427
2020-08-17,Entertainment and Recreation,0.3268
2020-08-17,Facilities/Constr,0.4321
2020-08-17,Finance/Insurance,0.5532
2020-08-17,Food & Beverage,0.4754
2020-08-17,Healthcare,0.5025
2020-08-17,Hospitality Staff,0.3878
2020-08-17,Human Resources,0.3823
2020-08-17,IT,0.1762
2020-08-17,Manufacturing/Operations Staff,0.3762
2020-08-17,Marketing/Advertising,0.4181
2020-08-17,Product Management,0.5786
2020-08-17,Retail Staff,0.4606
2020-08-17,Sales,0.4186
2020-08-17,Security,0.5774
2020-08-17,Skilled Trades,0.5776
2020-08-17,Supply Chain Staff,0.6465
2020-08-17,Unassigned,0.2123
2020-08-18,,0.7940
2020-08-18,Customer Service,0.5120
2020-08-18,Entertainment and Recreation,0.3546
2020-08-18,Facilities/Constr,0.5018
2020-08-18,Finance/Insurance,0.6033
2020-08-18,Food & Beverage,0.5777
2020-08-18,Healthcare,0.5207
2020-08-18,Hospitality Staff,0.4368
2020-08-18,Human Resources,0.4250
2020-08-18,IT,0.1892
2020-08-18,Manufacturing/Operations Staff,0.4151
2020-08-18,Marketing/Advertising,0.5257
2020-08-18,Product Management,0.6304
2020-08-18,Retail Staff,0.5495
2020-08-18,Sales,0.4863
2020-08-18,Security,0.5874
2020-08-18,Skilled Trades,0.6348
2020-08-18,Supply Chain Staff,0.6797
2020-08-18,Unassigned,0.2335
2020-08-19,,0.8646
2020-08-19,Customer Service,0.5328
2020-08-19,Entertainment and Recreation,0.3648
2020-08-19,Facilities/Constr,0.5304
2020-08-19,Finance/Insurance,0.6274
2020-08-19,Food & Beverage,0.5985
2020-08-19,Healthcare,0.5369
2020-08-19,Hospitality Staff,0.4635
2020-08-19,Human Resources,0.4444
2020-08-19,IT,0.1963
2020-08-19,Manufacturing/Operations Staff,0.4414
2020-08-19,Marketing/Advertising,0.5784
2020-08-19,Product Management,0.6405
2020-08-19,Retail Staff,0.5607
2020-08-19,Sales,0.5158
2020-08-19,Security,0.5878
2020-08-19,Skilled Trades,0.6588
2020-08-19,Supply Chain Staff,0.6636
2020-08-19,Unassigned,0.2426
2020-08-20,,0.9444
2020-08-20,Customer Service,0.5941
2020-08-20,Entertainment and Recreation,0.4123
2020-08-20,Facilities/Constr,0.5884
2020-08-20,Finance/Insurance,0.7022
2020-08-20,Food & Beverage,0.6508
2020-08-20,Healthcare,0.5899
2020-08-20,Hospitality Staff,0.5354
2020-08-20,Human Resources,0.4977
2020-08-20,IT,0.2195
2020-08-20,Manufacturing/Operations Staff,0.5135
2020-08-20,Marketing/Advertising,0.6693
2020-08-20,Product Management,0.7306
2020-08-20,Retail Staff,0.6255
2020-08-20,Sales,0.5733
2020-08-20,Security,0.6636
2020-08-20,Skilled Trades,0.7283
2020-08-20,Supply Chain Staff,0.7351
2020-08-20,Unassigned,0.2699
2020-08-21,,1.0027
2020-08-21,Customer Service,0.6135
2020-08-21,Entertainment and Recreation,0.4115
2020-08-21,Facilities/Constr,0.6083
2020-08-21,Finance/Insurance,0.7156
2020-08-21,Food & Beverage,0.6650
2020-08-21,Healthcare,0.5944
2020-08-21,Hospitality Staff,0.5561
2020-08-21,Human Resources,0.5013
2020-08-21,IT,0.2160
2020-08-21,Manufacturing/Operations Staff,0.5535
2020-08-21,Marketing/Advertising,0.7264
2020-08-21,Product Management,0.7638
2020-08-21,Retail Staff,0.6422
2020-08-21,Sales,0.5821
2020-08-21,Security,0.6560
2020-08-21,Skilled Trades,0.7614
2020-08-21,Supply Chain Staff,0.7574
2020-08-21,Unassigned,0.2766
2020-08-22,,1.1101
2020-08-22,Customer Service,0.6756
2020-08-22,Entertainment and Recreation,0.4500
2020-08-22,Facilities/Constr,0.6655
2020-08-22,Finance/Insurance,0.7862
2020-08-22,Food & Beverage,0.7414
2020-08-22,Healthcare,0.6383
2020-08-22,Hospitality Staff,0.6231
2020-08-22,Human Resources,0.5478
2020-08-22,IT,0.2366
2020-08-22,Manufacturing/Operations Staff,0.6036
2020-08-22,Marketing/Advertising,0.8099
2020-08-22,Product Management,0.8480
2020-08-22,Retail Staff,0.7153
2020-08-22,Sales,0.6538
2020-08-22,Security,0.7331
2020-08-22,Skilled Trades,0.8334
2020-08-22,Supply Chain Staff,0.8305
2020-08-22,Unassigned,0.3046
2020-08-23,,1.1312
2020-08-23,Customer Service,0.6945
2020-08-23,Entertainment and Recreation,0.4644
2020-08-23,Facilities/Constr,0.6785
2020-08-23,Finance/Insurance,0.8011
2020-08-23,Food & Beverage,0.7711
2020-08-23,Healthcare,0.6501
2020-08-23,Hospitality Staff,0.6446
2020-08-23,Human Resources,0.5621
2020-08-23,IT,0.2352
2020-08-23,Manufacturing/Operations Staff,0.6142
2020-08-23,Marketing/Advertising,0.8295
2020-08-23,Product Management,0.8604
2020-08-23,Retail Staff,0.7396
2020-08-23,Sales,0.6670
2020-08-23,Security,0.7447
2020-08-23,Skilled Trades,0.8491
2020-08-23,Supply Chain Staff,0.8486
2020-08-23,Unassigned,0.3114
2020-08-24,,1.1367
2020-08-24,Customer Service,0.7154
2020-08-24,Entertainment and Recreation,0.4879
2020-08-24,Facilities/Constr,0.7007
2020-08-24,Finance/Insurance,0.8248
2020-08-24,Food & Beverage,0.8112
2020-08-24,Healthcare,0.6563
2020-08-24,Hospitality Staff,0.6723
2020-08-24,Human Resources,0.5723
2020-08-24,IT,0.2455
2020-08-24,Manufacturing/Operations Staff,0.6498
2020-08-24,Marketing/Advertising,0.8623
2020-08-24,Product Management,0.8708
2020-08-24,Retail Staff,0.7705
2020-08-24,Sales,0.6985
2020-08-24,Security,0.7513
2020-08-24,Skilled Trades,0.8566
2020-08-24,Supply Chain Staff,0.8479
2020-08-24,Unassigned,0.3185
2020-08-25,,1.1445
2020-08-25,Customer Service,0.6835
2020-08-25,Entertainment and Recreation,0.4776
2020-08-25,Facilities/Constr,0.6913
2020-08-25,Finance/Insurance,0.8064
2020-08-25,Food & Beverage,0.7602
2020-08-25,Healthcare,0.6582
2020-08-25,Hospitality Staff,0.6720
2020-08-25,Human Resources,0.5649
2020-08-25,IT,0.2431
2020-08-25,Manufacturing/Operations Staff,0.6431
2020-08-25,Marketing/Advertising,0.8322
2020-08-25,Product Management,0.8541
2020-08-25,Retail Staff,0.7386
2020-08-25,Sales,0.6833
2020-08-25,Security,0.7652
2020-08-25,Skilled Trades,0.8559
2020-08-25,Supply Chain Staff,0.8644
2020-08-25,Unassigned,0.3114
2020-08-26,,1.1246
2020-08-26,Customer Service,0.6766
2020-08-26,Entertainment and Recreation,0.4757
2020-08-26,Facilities/Constr,0.6858
2020-08-26,Finance/Insurance,0.8037
2020-08-26,Food & Beverage,0.7543
2020-08-26,Healthcare,0.6597
2020-08-26,Hospitality Staff,0.6692
2020-08-26,Human Resources,0.5699
2020-08-26,IT,0.2410
2020-08-26,Manufacturing/Operations Staff,0.6286
2020-08-26,Marketing/Advertising,0.8321
2020-08-26,Product Management,0.8455
2020-08-26,Retail Staff,0.7468
2020-08-26,Sales,0.6880
2020-08-26,Security,0.7622
2020-08-26,Skilled Trades,0.8441
2020-08-26,Supply Chain Staff,0.8683
2020-08-26,Unassigned,0.3099
2020-08-27,,1.1209
2020-08-27,Customer Service,0.6768
2020-08-27,Entertainment and Recreation,0.4753
2020-08-27,Facilities/Constr,0.6856
2020-08-27,Finance/Insurance,0.8000
2020-08-27,Food & Beverage,0.7592
2020-08-27,Healthcare,0.6596
2020-08-27,Hospitality Staff,0.6626
2020-08-27,Human Resources,0.5837
2020-08-27,IT,0.2447
2020-08-27,Manufacturing/Operations Staff,0.6213
2020-08-27,Marketing/Advertising,0.8288
2020-08-27,Product Management,0.8124
2020-08-27,Retail Staff,0.7515
2020-08-27,Sales,0.6918
2020-08-27,Security,0.7570
2020-08-27,Skilled Trades,0.8418
2020-08-27,Supply Chain Staff,0.8658
2020-08-27,Unassigned,0.3086
2020-08-28,,1.0405
2020-08-28,Customer Service,0.6448
2020-08-28,Entertainment and Recreation,0.4491
2020-08-28,Facilities/Constr,0.6432
2020-08-28,Finance/Insurance,0.7531
2020-08-28,Food & Beverage,0.7249
2020-08-28,Healthcare,0.6236
2020-08-28,Hospitality Staff,0.6159
2020-08-28,Human Resources,0.5560
2020-08-28,IT,0.2299
2020-08-28,Manufacturing/Operations Staff,0.5702
2020-08-28,Marketing/Advertising,0.7792
2020-08-28,Product Management,0.7417
2020-08-28,Retail Staff,0.7181
2020-08-28,Sales,0.6643
2020-08-28,Security,0.7231
2020-08-28,Skilled Trades,0.7827
2020-08-28,Supply Chain Staff,0.8096
2020-08-28,Unassigned,0.2892
2020-08-29,,1.0407
2020-08-29,Customer Service,0.6524
2020-08-29,Entertainment and Recreation,0.4556
2020-08-29,Facilities/Constr,0.6412
2020-08-29,Finance/Insurance,0.7532
2020-08-29,Food & Beverage,0.7257
2020-08-29,Healthcare,0.6240
2020-08-29,Hospitality Staff,0.6179
2020-08-29,Human Resources,0.5650
2020-08-29,IT,0.2298
2020-08-29,Manufacturing/Operations Staff,0.5726
2020-08-29,Marketing/Advertising,0.7774
2020-08-29,Product Management,0.7230
2020-08-29,Retail Staff,0.7263
2020-08-29,Sales,0.6601
2020-08-29,Security,0.7217
2020-08-29,Skilled Trades,0.7866
2020-08-29,Supply Chain Staff,0.8189
2020-08-29,Unassigned,0.2887
2020-08-30,,1.0373
2020-08-30,Customer Service,0.6564
2020-08-30,Entertainment and Recreation,0.4547
2020-08-30,Facilities/Constr,0.6418
2020-08-30,Finance/Insurance,0.7554
2020-08-30,Food & Beverage,0.7303
2020-08-30,Healthcare,0.6213
2020-08-30,Hospitality Staff,0.6223
2020-08-30,Human Resources,0.5655
2020-08-30,IT,0.2298
2020-08-30,Manufacturing/Operations Staff,0.5711
2020-08-30,Marketing/Advertising,0.7769
2020-08-30,Product Management,0.7206
2020-08-30,Retail Staff,0.7307
2020-08-30,Sales,0.6643
2020-08-30,Security,0.7161
2020-08-30,Skilled Trades,0.7861
2020-08-30,Supply Chain Staff,0.8219
2020-08-30,Unassigned,0.2890
2020-08-31,,1.0147
2020-08-31,Customer Service,0.6498
2020-08-31,Entertainment and Recreation,0.4413
2020-08-31,Facilities/Constr,0.6297
2020-08-31,Finance/Insurance,0.7419
2020-08-31,Food & Beverage,0.7207
2020-08-31,Healthcare,0.6037
2020-08-31,Hospitality Staff,0.6158
2020-08-31,Human Resources,0.5626
2020-08-31,IT,0.2238
2020-08-31,Manufacturing/Operations Staff,0.5632
2020-08-31,Marketing/Advertising,0.7731
2020-08-31,Product Management,0.7110
2020-08-31,Retail Staff,0.7263
2020-08-31,Sales,0.6551
2020-08-31,Security,0.7065
2020-08-31,Skilled Trades,0.7706
2020-08-31,Supply Chain Staff,0.7910
2020-08-31,Unassigned,0.2848
2020-09-01,,1.0037
2020-09-01,Customer Service,0.6629
2020-09-01,Entertainment and Recreation,0.4451
2020-09-01,Facilities/Constr,0.6311
2020-09-01,Finance/Insurance,0.7497
2020-09-01,Food & Beverage,0.7335
2020-09-01,Healthcare,0.6187
2020-09-01,Hospitality Staff,0.6138
2020-09-01,Human Resources,0.5634
2020-09-01,IT,0.2241
2020-09-01,Manufacturing/Operations Staff,0.5752
2020-09-01,Marketing/Advertising,0.7721
2020-09-01,Product Management,0.7164
2020-09-01,Retail Staff,0.7281
2020-09-01,Sales,0.6535
2020-09-01,Security,0.7384
2020-09-01,Skilled Trades,0.7682
2020-09-01,Supply Chain Staff,0.8287
2020-09-01,Unassigned,0.2881
2020-09-02,,1.0061
2020-09-02,Customer Service,0.6805
2020-09-02,Entertainment and Recreation,0.4542
2020-09-02,Facilities/Constr,0.6377
2020-09-02,Finance/Insurance,0.7553
2020-09-02,Food & Beverage,0.7478
2020-09-02,Healthcare,0.6336
2020-09-02,Hospitality Staff,0.6236
2020-09-02,Human Resources,0.5687
2020-09-02,IT,0.2286
2020-09-02,Manufacturing/Operations Staff,0.5814
2020-09-02,Marketing/Advertising,0.7810
2020-09-02,Product Management,0.7373
2020-09-02,Retail Staff,0.7442
2020-09-02,Sales,0.6646
2020-09-02,Security,0.7342
2020-09-02,Skilled Trades,0.7710
2020-09-02,Supply Chain Staff,0.8355
2020-09-02,Unassigned,0.2905
2020-09-03,,1.0093
2020-09-03,Customer Service,0.6862
2020-09-03,Entertainment and Recreation,0.4550
2020-09-03,Facilities/Constr,0.6441
2020-09-03,Finance/Insurance,0.7641
2020-09-03,Food & Beverage,0.7496
2020-09-03,Healthcare,0.6474
2020-09-03,Hospitality Staff,0.6235
2020-09-03,Human Resources,0.5750
2020-09-03,IT,0.2322
2020-09-03,Manufacturing/Operations Staff,0.5851
2020-09-03,Marketing/Advertising,0.7964
2020-09-03,Product Management,0.7635
2020-09-03,Retail Staff,0.7469
2020-09-03,Sales,0.6743
2020-09-03,Security,0.7370
2020-09-03,Skilled Trades,0.7744
2020-09-03,Supply Chain Staff,0.8448
2020-09-03,Unassigned,0.2926
2020-09-04,,1.0194
2020-09-04,Customer Service,0.6886
2020-09-04,Entertainment and Recreation,0.4625
2020-09-04,Facilities/Constr,0.6472
2020-09-04,Finance/Insurance,0.7716
2020-09-04,Food & Beverage,0.7578
2020-09-04,Healthcare,0.6527
2020-09-04,Hospitality Staff,0.6365
2020-09-04,Human Resources,0.5802
2020-09-04,IT,0.2368
2020-09-04,Manufacturing/Operations Staff,0.5884
2020-09-04,Marketing/Advertising,0.8121
2020-09-04,Product Management,0.7736
2020-09-04,Retail Staff,0.7596
2020-09-04,Sales,0.6832
2020-09-04,Security,0.7429
2020-09-04,Skilled Trades,0.7770
2020-09-04,Supply Chain Staff,0.8449
2020-09-04,Unassigned,0.2944
2020-09-05,,1.0227
2020-09-05,Customer Service,0.6963
2020-09-05,Entertainment and Recreation,0.4648
2020-09-05,Facilities/Constr,0.6639
2020-09-05,Finance/Insurance,0.7783
2020-09-05,Food & Beverage,0.7752
2020-09-05,Healthcare,0.6605
2020-09-05,Hospitality Staff,0.6491
2020-09-05,Human Resources,0.5824
2020-09-05,IT,0.2370
2020-09-05,Manufacturing/Operations Staff,0.5904
2020-09-05,Marketing/Advertising,0.8247
2020-09-05,Product Management,0.7658
2020-09-05,Retail Staff,0.7690
2020-09-05,Sales,0.6933
2020-09-05,Security,0.7497
2020-09-05,Skilled Trades,0.7794
2020-09-05,Supply Chain Staff,0.8466
2020-09-05,Unassigned,0.2963
2020-09-06,,1.0200
2020-09-06,Customer Service,0.6988
2020-09-06,Entertainment and Recreation,0.4703
2020-09-06,Facilities/Constr,0.6659
2020-09-06,Finance/Insurance,0.7817
2020-09-06,Food & Beverage,0.7827
2020-09-06,Healthcare,0.6609
2020-09-06,Hospitality Staff,0.6546
2020-09-06,Human Resources,0.5857
2020-09-06,IT,0.2367
2020-09-06,Manufacturing/Operations Staff,0.5907
2020-09-06,Marketing/Advertising,0.8326
2020-09-06,Product Management,0.7643
2020-09-06,Retail Staff,0.7779
2020-09-06,Sales,0.6961
2020-09-06,Security,0.7567
2020-09-06,Skilled Trades,0.7779
2020-09-06,Supply Chain Staff,0.8486
2020-09-06,Unassigned,0.2964
2020-09-07,,0.9630
2020-09-07,Customer Service,0.6693
2020-09-07,Entertainment and Recreation,0.4418
2020-09-07,Facilities/Constr,0.6238
2020-09-07,Finance/Insurance,0.7379
2020-09-07,Food & Beverage,0.7558
2020-09-07,Healthcare,0.6156
2020-09-07,Hospitality Staff,0.6256
2020-09-07,Human Resources,0.5536
2020-09-07,IT,0.2213
2020-09-07,Manufacturing/Operations Staff,0.5424
2020-09-07,Marketing/Advertising,0.7903
2020-09-07,Product Management,0.7101
2020-09-07,Retail Staff,0.7544
2020-09-07,Sales,0.6677
2020-09-07,Security,0.7076
2020-09-07,Skilled Trades,0.7270
2020-09-07,Supply Chain Staff,0.8082
2020-09-07,Unassigned,0.2785
2020-09-08,,0.8986
2020-09-08,Customer Service,0.6071
2020-09-08,Entertainment and Recreation,0.4053
2020-09-08,Facilities/Constr,0.5701
2020-09-08,Finance/Insurance,0.6786
2020-09-08,Food & Beverage,0.6990
2020-09-08,Healthcare,0.5517
2020-09-08,Hospitality Staff,0.5945
2020-09-08,Human Resources,0.5030
2020-09-08,IT,0.2031
2020-09-08,Manufacturing/Operations Staff,0.4934
2020-09-08,Marketing/Advertising,0.7321
2020-09-08,Product Management,0.6265
2020-09-08,Retail Staff,0.7056
2020-09-08,Sales,0.6178
2020-09-08,Security,0.6195
2020-09-08,Skilled Trades,0.6709
2020-09-08,Supply Chain Staff,0.7071
2020-09-08,Unassigned,0.2562
2020-09-09,,0.9097
2020-09-09,Customer Service,0.5937
2020-09-09,Entertainment and Recreation,0.4004
2020-09-09,Facilities/Constr,0.5669
2020-09-09,Finance/Insurance,0.6764
2020-09-09,Food & Beverage,0.6937
2020-09-09,Healthcare,0.5413
2020-09-09,Hospitality Staff,0.5934
2020-09-09,Human Resources,0.5003
2020-09-09,IT,0.1996
2020-09-09,Manufacturing/Operations Staff,0.4968
2020-09-09,Marketing/Advertising,0.7191
2020-09-09,Product Management,0.6108
2020-09-09,Retail Staff,0.6990
2020-09-09,Sales,0.6089
2020-09-09,Security,0.6395
2020-09-09,Skilled Trades,0.6700
2020-09-09,Supply Chain Staff,0.6896
2020-09-09,Unassigned,0.2544
2020-09-10,,0.9109
2020-09-10,Customer Service,0.5873
2020-09-10,Entertainment and Recreation,0.4092
2020-09-10,Facilities/Constr,0.5701
2020-09-10,Finance/Insurance,0.6820
2020-09-10,Food & Beverage,0.6996
2020-09-10,Healthcare,0.5338
2020-09-10,Hospitality Staff,0.6000
2020-09-10,Human Resources,0.4935
2020-09-10,IT,0.1970
2020-09-10,Manufacturing/Operations Staff,0.5086
2020-09-10,Marketing/Advertising,0.7060
2020-09-10,Product Management,0.6005
2020-09-10,Retail Staff,0.7033
2020-09-10,Sales,0.6013
2020-09-10,Security,0.6568
2020-09-10,Skilled Trades,0.6728
2020-09-10,Supply Chain Staff,0.6852
2020-09-10,Unassigned,0.2556
2020-09-11,,0.8872
2020-09-11,Customer Service,0.5984
2020-09-11,Entertainment and Recreation,0.4139
2020-09-11,Facilities/Constr,0.5864
2020-09-11,Finance/Insurance,0.6906
2020-09-11,Food & Beverage,0.7114
2020-09-11,Healthcare,0.5240
2020-09-11,Hospitality Staff,0.6062
2020-09-11,Human Resources,0.4817
2020-09-11,IT,0.1953
2020-09-11,Manufacturing/Operations Staff,0.5194
2020-09-11,Marketing/Advertising,0.7120
2020-09-11,Product Management,0.6294
2020-09-11,Retail Staff,0.7153
2020-09-11,Sales,0.5990
2020-09-11,Security,0.6647
2020-09-11,Skilled Trades,0.6772
2020-09-11,Supply Chain Staff,0.6933
2020-09-11,Unassigned,0.2570
2020-09-12,,0.9048
2020-09-12,Customer Service,0.6002
2020-09-12,Entertainment and Recreation,0.4145
2020-09-12,Facilities/Constr,0.5802
2020-09-12,Finance/Insurance,0.6955
2020-09-12,Food & Beverage,0.7149
2020-09-12,Healthcare,0.5327
2020-09-12,Hospitality Staff,0.6023
2020-09-12,Human Resources,0.4805
2020-09-12,IT,0.1974
2020-09-12,Manufacturing/Operations Staff,0.5254
2020-09-12,Marketing/Advertising,0.7175
2020-09-12,Product Management,0.6535
2020-09-12,Retail Staff,0.7191
2020-09-12,Sales,0.6054
2020-09-12,Security,0.6643
2020-09-12,Skilled Trades,0.6869
2020-09-12,Supply Chain Staff,0.6941
2020-09-12,Unassigned,0.2588
2020-09-13,,0.9132
2020-09-13,Customer Service,0.6018
2020-09-13,Entertainment and Recreation,0.4133
2020-09-13,Facilities/Constr,0.5825
2020-09-13,Finance/Insurance,0.6958
2020-09-13,Food & Beverage,0.7157
2020-09-13,Healthcare,0.5375
2020-09-13,Hospitality Staff,0.6016
2020-09-13,Human Resources,0.4690
2020-09-13,IT,0.1990
2020-09-13,Manufacturing/Operations Staff,0.5281
2020-09-13,Marketing/Advertising,0.7203
2020-09-13,Product Management,0.6623
2020-09-13,Retail Staff,0.7166
2020-09-13,Sales,0.6080
2020-09-13,Security,0.6597
2020-09-13,Skilled Trades,0.6909
2020-09-13,Supply Chain Staff,0.6924
2020-09-13,Unassigned,0.2595
2020-09-14,,0.9818
2020-09-14,Customer Service,0.6405
2020-09-14,Entertainment and Recreation,0.4478
2020-09-14,Facilities/Constr,0.6376
2020-09-14,Finance/Insurance,0.7575
2020-09-14,Food & Beverage,0.7669
2020-09-14,Healthcare,0.5828
2020-09-14,Hospitality Staff,0.6375
2020-09-14,Human Resources,0.4876
2020-09-14,IT,0.2172
2020-09-14,Manufacturing/Operations Staff,0.5907
2020-09-14,Marketing/Advertising,0.7777
2020-09-14,Product Management,0.7329
2020-09-14,Retail Staff,0.7505
2020-09-14,Sales,0.6519
2020-09-14,Security,0.7111
2020-09-14,Skilled Trades,0.7507
2020-09-14,Supply Chain Staff,0.7651
2020-09-14,Unassigned,0.2818
2020-09-15,,1.0927
2020-09-15,Customer Service,0.6881
2020-09-15,Entertainment and Recreation,0.4777
2020-09-15,Facilities/Constr,0.6836
2020-09-15,Finance/Insurance,0.8170
2020-09-15,Food & Beverage,0.8268
2020-09-15,Healthcare,0.6445
2020-09-15,Hospitality Staff,0.6680
2020-09-15,Human Resources,0.5391
2020-09-15,IT,0.2370
2020-09-15,Manufacturing/Operations Staff,0.6381
2020-09-15,Marketing/Advertising,0.8366
2020-09-15,Product Management,0.8288
2020-09-15,Retail Staff,0.7991
2020-09-15,Sales,0.6946
2020-09-15,Security,0.7795
2020-09-15,Skilled Trades,0.8228
2020-09-15,Supply Chain Staff,0.8346
2020-09-15,Unassigned,0.3042
2020-09-16,,1.0930
2020-09-16,Customer Service,0.6876
2020-09-16,Entertainment and Recreation,0.4779
2020-09-16,Facilities/Constr,0.6800
2020-09-16,Finance/Insurance,0.8224
2020-09-16,Food & Beverage,0.8263
2020-09-16,Healthcare,0.6403
2020-09-16,Hospitality Staff,0.6649
2020-09-16,Human Resources,0.5490
2020-09-16,IT,0.2407
2020-09-16,Manufacturing/Operations Staff,0.6396
2020-09-16,Marketing/Advertising,0.8473
2020-09-16,Product Management,0.8486
2020-09-16,Retail Staff,0.7975
2020-09-16,Sales,0.6961
2020-09-16,Security,0.7640
2020-09-16,Skilled Trades,0.8271
2020-09-16,Supply Chain Staff,0.8588
2020-09-16,Unassigned,0.3046
2020-09-17,,1.0770
2020-09-17,Customer Service,0.6848
2020-09-17,Entertainment and Recreation,0.4726
2020-09-17,Facilities/Constr,0.6753
2020-09-17,Finance/Insurance,0.8173
2020-09-17,Food & Beverage,0.8243
2020-09-17,Healthcare,0.6214
2020-09-17,Hospitality Staff,0.6604
2020-09-17,Human Resources,0.5358
2020-09-17,IT,0.2407
2020-09-17,Manufacturing/Operations Staff,0.6332
2020-09-17,Marketing/Advertising,0.8532
2020-09-17,Product Management,0.8483
2020-09-17,Retail Staff,0.7892
2020-09-17,Sales,0.7027
2020-09-17,Security,0.7408
