post_date,state,count_id_indexed
2020-07-01,ID,0.9333
2020-07-01,IL,0.8354
2020-07-01,IN,0.9105
2020-07-01,KS,0.8701
2020-07-01,KY,0.9573
2020-07-01,LA,0.9788
2020-07-01,Ly,0.0000
2020-07-01,MA,0.8131
2020-07-01,MD,0.9417
2020-07-01,ME,0.9697
2020-07-01,MI,0.9665
2020-07-01,MN,0.7827
2020-07-01,MO,0.8487
2020-07-01,MS,0.9853
2020-07-01,MT,0.9676
2020-07-01,NC,0.9060
2020-07-01,ND,0.9399
2020-07-01,NE,0.9480
2020-07-01,NH,1.0236
2020-07-01,NJ,0.8266
2020-07-01,NM,0.8326
2020-07-01,NV,0.7150
2020-07-01,NY,0.7857
2020-07-01,OH,0.9094
2020-07-01,OK,0.9004
2020-07-01,OR,0.7862
2020-07-01,PA,0.9255
2020-07-01,Pi,0.6687
2020-07-01,PR,0.9119
2020-07-01,RI,1.0075
2020-07-01,SC,0.8734
2020-07-01,SD,1.0360
2020-07-01,Sh,1.5287
2020-07-01,So,0.0000
2020-07-01,St,0.6772
2020-07-01,TN,0.9002
2020-07-01,TX,0.7989
2020-07-01,Un,0.9131
2020-07-01,UT,0.7968
2020-07-01,VA,0.9048
2020-07-01,VI,0.8476
2020-07-01,VT,1.0081
2020-07-01,WA,0.7099
2020-07-01,WI,0.8134
2020-07-01,WV,1.0707
2020-07-01,WY,0.7920
2020-07-02,,0.8773
2020-07-02,AK,1.0133
2020-07-02,AL,0.9781
2020-07-02,AR,0.9634
2020-07-02,AZ,0.8871
2020-07-02,CA,0.8149
2020-07-02,CO,0.8585
2020-07-02,CT,0.8422
2020-07-02,DC,0.8147
2020-07-02,DE,0.9374
2020-07-02,FL,0.8298
2020-07-02,GA,0.8704
2020-07-02,GU,0.0000
2020-07-02,HI,0.6548
2020-07-02,IA,0.9523
2020-07-02,ID,0.9471
2020-07-02,IL,0.8539
2020-07-02,IN,0.9376
2020-07-02,KS,0.9075
2020-07-02,KY,0.9976
2020-07-02,LA,0.9967
2020-07-02,Ly,0.0000
2020-07-02,MA,0.8067
2020-07-02,MD,0.9348
2020-07-02,ME,1.0003
2020-07-02,MI,0.9804
2020-07-02,MN,0.8081
2020-07-02,MO,0.8687
2020-07-02,MP,0.0000
2020-07-02,MS,1.0202
2020-07-02,MT,0.9818
2020-07-02,NC,0.9322
2020-07-02,ND,0.9719
2020-07-02,NE,0.9792
2020-07-02,NH,1.0470
2020-07-02,NJ,0.8379
2020-07-02,NM,0.8617
2020-07-02,NV,0.7408
2020-07-02,NY,0.7983
2020-07-02,OH,0.9393
2020-07-02,OK,0.9164
2020-07-02,OR,0.8152
2020-07-02,PA,0.9439
2020-07-02,Pi,0.8602
2020-07-02,PR,0.9381
2020-07-02,RI,1.0210
2020-07-02,SC,0.9018
2020-07-02,SD,1.0575
2020-07-02,Sh,1.5287
2020-07-02,So,0.0000
2020-07-02,St,0.7743
2020-07-02,TN,0.9285
2020-07-02,TX,0.8152
2020-07-02,Un,1.0507
2020-07-02,UT,0.8203
2020-07-02,VA,0.9163
2020-07-02,VI,0.7059
2020-07-02,VT,1.0493
2020-07-02,WA,0.7219
2020-07-02,WI,0.8304
2020-07-02,WV,1.1091
2020-07-02,WY,0.8300
2020-07-03,,0.7928
2020-07-03,AK,0.9046
2020-07-03,AL,0.9324
2020-07-03,AR,0.9352
2020-07-03,AZ,0.8410
2020-07-03,CA,0.7714
2020-07-03,CO,0.8204
2020-07-03,CT,0.7901
2020-07-03,DC,0.7345
2020-07-03,DE,0.8619
2020-07-03,FL,0.7820
2020-07-03,GA,0.8323
2020-07-03,GU,0.0000
2020-07-03,HI,0.6455
2020-07-03,IA,0.9058
2020-07-03,ID,0.9007
2020-07-03,IL,0.8117
2020-07-03,IN,0.8936
2020-07-03,KS,0.8755
2020-07-03,KY,0.9388
2020-07-03,LA,0.9467
2020-07-03,Ly,0.0000
2020-07-03,MA,0.7571
2020-07-03,MD,0.8677
2020-07-03,ME,0.9334
2020-07-03,MI,0.9232
2020-07-03,MN,0.7572
2020-07-03,MO,0.8393
2020-07-03,MP,0.0000
2020-07-03,MS,0.9862
2020-07-03,MT,0.9516
2020-07-03,NC,0.8941
2020-07-03,ND,0.8905
2020-07-03,NE,0.9242
2020-07-03,NH,0.9545
2020-07-03,NJ,0.7874
2020-07-03,NM,0.8157
2020-07-03,NV,0.7060
2020-07-03,NY,0.7493
2020-07-03,OH,0.8867
2020-07-03,OK,0.8844
2020-07-03,OR,0.7787
2020-07-03,PA,0.8955
2020-07-03,Pi,0.9635
2020-07-03,PR,0.8747
2020-07-03,RI,0.9604
2020-07-03,SC,0.8726
2020-07-03,SD,1.0187
2020-07-03,So,0.0000
2020-07-03,TN,0.8956
2020-07-03,TX,0.7812
2020-07-03,Un,1.1206
2020-07-03,UT,0.7892
2020-07-03,VA,0.8604
2020-07-03,VI,0.6590
2020-07-03,VT,1.0122
2020-07-03,WA,0.6913
2020-07-03,WI,0.8002
2020-07-03,WV,1.0507
2020-07-03,WY,0.7837
2020-07-04,,0.7465
2020-07-04,AK,0.7963
2020-07-04,AL,0.8769
2020-07-04,AR,0.8700
2020-07-04,AZ,0.7723
2020-07-04,CA,0.7106
2020-07-04,CO,0.7648
2020-07-04,CT,0.7224
2020-07-04,DC,0.6903
2020-07-04,DE,0.7931
2020-07-04,FL,0.7310
2020-07-04,GA,0.7854
2020-07-04,GU,0.0000
2020-07-04,HI,0.6049
2020-07-04,IA,0.8442
2020-07-04,ID,0.8376
2020-07-04,IL,0.7559
2020-07-04,IN,0.8478
2020-07-04,KS,0.8058
2020-07-04,KY,0.8669
2020-07-04,LA,0.8880
2020-07-04,Ly,0.0000
2020-07-04,MA,0.7007
2020-07-04,MD,0.8158
2020-07-04,ME,0.8546
2020-07-04,MI,0.8553
2020-07-04,MN,0.6981
2020-07-04,MO,0.7799
2020-07-04,MP,0.0000
2020-07-04,MS,0.9337
2020-07-04,MT,0.8965
2020-07-04,NC,0.8533
2020-07-04,ND,0.8236
2020-07-04,NE,0.8425
2020-07-04,NH,0.8801
2020-07-04,NJ,0.7369
2020-07-04,NM,0.7673
2020-07-04,NV,0.6539
2020-07-04,NY,0.6967
2020-07-04,OH,0.8332
2020-07-04,OK,0.8223
2020-07-04,OR,0.7207
2020-07-04,PA,0.8356
2020-07-04,PR,0.8568
2020-07-04,RI,0.9086
2020-07-04,SC,0.8336
2020-07-04,SD,0.9560
2020-07-04,St,0.6388
2020-07-04,TN,0.8515
2020-07-04,TX,0.7344
2020-07-04,Un,1.0688
2020-07-04,UT,0.7323
2020-07-04,VA,0.8104
2020-07-04,VI,0.6236
2020-07-04,VT,0.9397
2020-07-04,WA,0.6408
2020-07-04,WI,0.7447
2020-07-04,WV,0.9762
2020-07-04,WY,0.7286
2020-07-05,,0.7401
2020-07-05,AK,0.7679
2020-07-05,AL,0.8683
2020-07-05,AR,0.8623
2020-07-05,AZ,0.7527
2020-07-05,CA,0.6935
2020-07-05,CO,0.7474
2020-07-05,CT,0.7094
2020-07-05,DC,0.6763
2020-07-05,DE,0.7716
2020-07-05,FL,0.7175
2020-07-05,GA,0.7714
2020-07-05,GU,0.0000
2020-07-05,HI,0.6042
2020-07-05,IA,0.8304
2020-07-05,ID,0.8270
2020-07-05,IL,0.7385
2020-07-05,IN,0.8372
2020-07-05,KS,0.7951
2020-07-05,KY,0.8465
2020-07-05,LA,0.8803
2020-07-05,MA,0.6888
2020-07-05,MD,0.7879
2020-07-05,ME,0.8509
2020-07-05,MI,0.8409
2020-07-05,MN,0.6841
2020-07-05,MO,0.7653
2020-07-05,MS,0.9185
2020-07-05,MT,0.8750
2020-07-05,NC,0.8467
2020-07-05,ND,0.7950
2020-07-05,NE,0.8331
2020-07-05,NH,0.8568
2020-07-05,NJ,0.7186
2020-07-05,NM,0.7439
2020-07-05,NV,0.6400
2020-07-05,NY,0.6817
2020-07-05,OH,0.8182
2020-07-05,OK,0.8062
2020-07-05,OR,0.7003
2020-07-05,PA,0.8220
2020-07-05,PR,0.8485
2020-07-05,RI,0.9033
2020-07-05,SC,0.8184
2020-07-05,SD,0.9345
2020-07-05,Sh,1.4013
2020-07-05,TN,0.8378
2020-07-05,TX,0.7236
2020-07-05,Un,1.0856
2020-07-05,UT,0.7120
2020-07-05,VA,0.7959
2020-07-05,VT,0.9374
2020-07-05,WA,0.6253
2020-07-05,WI,0.7286
2020-07-05,WV,0.9591
2020-07-05,WY,0.7204
2020-07-06,,0.7297
2020-07-06,AK,0.7156
2020-07-06,AL,0.8579
2020-07-06,AR,0.8524
2020-07-06,AZ,0.7350
2020-07-06,CA,0.6840
2020-07-06,CO,0.7391
2020-07-06,CT,0.7042
2020-07-06,DC,0.6281
2020-07-06,DE,0.7594
2020-07-06,FL,0.7129
2020-07-06,GA,0.7660
2020-07-06,GU,0.0000
2020-07-06,HI,0.5759
2020-07-06,IA,0.8344
2020-07-06,ID,0.8136
2020-07-06,IL,0.7302
2020-07-06,IN,0.8358
2020-07-06,KS,0.7855
2020-07-06,KY,0.8376
2020-07-06,LA,0.8751
2020-07-06,MA,0.6803
2020-07-06,MD,0.7697
2020-07-06,ME,0.8491
2020-07-06,MI,0.8269
2020-07-06,MN,0.6939
2020-07-06,MO,0.7613
2020-07-06,MS,0.9056
2020-07-06,MT,0.8753
2020-07-06,NC,0.8457
2020-07-06,ND,0.7746
2020-07-06,NE,0.8184
2020-07-06,NH,0.8461
2020-07-06,NJ,0.7171
2020-07-06,NM,0.7362
2020-07-06,NV,0.6262
2020-07-06,NY,0.6765
2020-07-06,OH,0.8216
2020-07-06,OK,0.8044
2020-07-06,OR,0.6898
2020-07-06,PA,0.8192
2020-07-06,Pi,1.0942
2020-07-06,PR,0.8086
2020-07-06,RI,0.8733
2020-07-06,SC,0.8008
2020-07-06,SD,0.9098
2020-07-06,So,0.0000
2020-07-06,TN,0.8393
2020-07-06,TX,0.7120
2020-07-06,Un,1.0688
2020-07-06,UT,0.6984
2020-07-06,VA,0.7832
2020-07-06,VI,0.4802
2020-07-06,VT,0.9119
2020-07-06,WA,0.6110
2020-07-06,WI,0.7095
2020-07-06,WV,0.9426
2020-07-06,WY,0.7077
2020-07-07,,0.7485
2020-07-07,AK,0.7339
2020-07-07,AL,0.8745
2020-07-07,AR,0.8636
2020-07-07,AZ,0.7520
2020-07-07,CA,0.6841
2020-07-07,CO,0.7417
2020-07-07,CT,0.7254
2020-07-07,DC,0.6136
2020-07-07,DE,0.7861
2020-07-07,FL,0.7240
2020-07-07,GA,0.7839
2020-07-07,GU,0.0000
2020-07-07,HI,0.5882
2020-07-07,IA,0.8329
2020-07-07,ID,0.8202
2020-07-07,IL,0.7423
2020-07-07,IN,0.8517
2020-07-07,KS,0.8202
2020-07-07,KY,0.8790
2020-07-07,LA,0.8908
2020-07-07,Ly,0.0000
2020-07-07,MA,0.6941
2020-07-07,MD,0.7663
2020-07-07,ME,0.8595
2020-07-07,MI,0.8342
2020-07-07,MN,0.7142
2020-07-07,MO,0.7735
2020-07-07,MS,0.9571
2020-07-07,MT,0.8988
2020-07-07,NC,0.8611
2020-07-07,ND,0.7925
2020-07-07,NE,0.8434
2020-07-07,NH,0.8866
2020-07-07,NJ,0.7212
2020-07-07,NM,0.7436
2020-07-07,NV,0.6423
2020-07-07,NY,0.6783
2020-07-07,OH,0.8361
2020-07-07,OK,0.8130
2020-07-07,OR,0.7106
2020-07-07,PA,0.8263
2020-07-07,Pi,1.0942
2020-07-07,PR,0.8127
2020-07-07,RI,0.8783
2020-07-07,SC,0.8216
2020-07-07,SD,0.9210
2020-07-07,Sh,1.5924
2020-07-07,So,0.0000
2020-07-07,TN,0.8687
2020-07-07,TX,0.7193
2020-07-07,Un,1.0338
2020-07-07,UT,0.7252
2020-07-07,VA,0.7897
2020-07-07,VI,0.5082
2020-07-07,VT,0.9037
2020-07-07,WA,0.6189
2020-07-07,WI,0.7262
2020-07-07,WV,0.9753
2020-07-07,WY,0.7229
2020-07-08,,0.6835
2020-07-08,AK,0.6739
2020-07-08,AL,0.8408
2020-07-08,AR,0.8317
2020-07-08,AZ,0.7248
2020-07-08,CA,0.6565
2020-07-08,CO,0.7061
2020-07-08,CT,0.7178
2020-07-08,DC,0.5177
2020-07-08,DE,0.7353
2020-07-08,FL,0.6990
2020-07-08,GA,0.7544
2020-07-08,GU,0.0000
2020-07-08,HI,0.5579
2020-07-08,IA,0.8138
2020-07-08,ID,0.8041
2020-07-08,IL,0.7068
2020-07-08,IN,0.8139
2020-07-08,KS,0.8112
2020-07-08,KY,0.8507
2020-07-08,LA,0.8433
2020-07-08,Ly,0.0000
2020-07-08,MA,0.6533
2020-07-08,MD,0.7208
2020-07-08,ME,0.8396
2020-07-08,MI,0.7861
2020-07-08,MN,0.6908
2020-07-08,MO,0.7245
2020-07-08,MP,0.0000
2020-07-08,MS,0.9210
2020-07-08,MT,0.8720
2020-07-08,NC,0.8323
2020-07-08,ND,0.7691
2020-07-08,NE,0.7948
2020-07-08,NH,0.8351
2020-07-08,NJ,0.6818
2020-07-08,NM,0.6865
2020-07-08,NV,0.6299
2020-07-08,NY,0.6315
2020-07-08,OH,0.8111
2020-07-08,OK,0.8098
2020-07-08,OR,0.6951
2020-07-08,PA,0.7848
2020-07-08,PR,0.7480
2020-07-08,RI,0.7927
2020-07-08,SC,0.7819
2020-07-08,SD,0.8696
2020-07-08,Sh,2.0701
2020-07-08,So,0.0000
2020-07-08,St,0.6027
2020-07-08,TN,0.8387
2020-07-08,TX,0.7096
2020-07-08,Un,1.0338
2020-07-08,UT,0.6879
2020-07-08,VA,0.7192
2020-07-08,VI,0.5626
2020-07-08,VT,0.8273
2020-07-08,WA,0.5945
2020-07-08,WI,0.7102
2020-07-08,WV,0.9268
2020-07-08,WY,0.6861
2020-07-09,,0.6752
2020-07-09,AK,0.6555
2020-07-09,AL,0.8086
2020-07-09,AR,0.8032
2020-07-09,AZ,0.7013
2020-07-09,CA,0.6525
2020-07-09,CO,0.6891
2020-07-09,CT,0.7049
2020-07-09,DC,0.5239
2020-07-09,DE,0.6871
2020-07-09,FL,0.7040
2020-07-09,GA,0.7472
2020-07-09,GU,0.0000
2020-07-09,HI,0.5366
2020-07-09,IA,0.7757
2020-07-09,ID,0.7948
2020-07-09,IL,0.6879
2020-07-09,IN,0.7869
2020-07-09,KS,0.7879
2020-07-09,KY,0.8130
2020-07-09,LA,0.8349
2020-07-09,Ly,0.0000
2020-07-09,MA,0.6529
2020-07-09,MD,0.7136
2020-07-09,ME,0.8006
2020-07-09,MI,0.7756
2020-07-09,MN,0.6763
2020-07-09,MO,0.7020
2020-07-09,MS,0.8850
2020-07-09,MT,0.8433
2020-07-09,NC,0.8032
2020-07-09,ND,0.7235
2020-07-09,NE,0.7476
2020-07-09,NH,0.8075
2020-07-09,NJ,0.6631
2020-07-09,NM,0.6518
2020-07-09,NV,0.6170
2020-07-09,NY,0.6232
2020-07-09,OH,0.7852
2020-07-09,OK,0.7949
2020-07-09,OR,0.6759
2020-07-09,PA,0.7668
2020-07-09,PR,0.7397
2020-07-09,RI,0.7619
2020-07-09,SC,0.7581
2020-07-09,SD,0.8682
2020-07-09,So,0.0000
2020-07-09,St,0.3770
2020-07-09,TN,0.8218
2020-07-09,TX,0.6987
2020-07-09,Un,0.8963
2020-07-09,UT,0.6780
2020-07-09,VA,0.7033
2020-07-09,VI,0.5354
2020-07-09,VT,0.8081
2020-07-09,WA,0.5800
2020-07-09,WI,0.6976
2020-07-09,WV,0.8691
2020-07-09,WY,0.6201
2020-07-10,,0.8431
2020-07-10,AK,0.7055
2020-07-10,AL,0.8654
2020-07-10,AR,0.8700
2020-07-10,AZ,0.7502
2020-07-10,CA,0.6869
2020-07-10,CO,0.7332
2020-07-10,CT,0.7472
2020-07-10,DC,0.5704
2020-07-10,DE,0.7578
2020-07-10,FL,0.7631
2020-07-10,GA,0.8066
2020-07-10,GU,0.0000
2020-07-10,HI,0.5406
2020-07-10,IA,0.8394
2020-07-10,ID,0.8399
2020-07-10,IL,0.7389
2020-07-10,IN,0.8397
2020-07-10,KS,0.8359
2020-07-10,KY,0.8698
2020-07-10,LA,0.8791
2020-07-10,Ly,0.0000
2020-07-10,MA,0.6980
2020-07-10,MD,0.7766
2020-07-10,ME,0.8702
2020-07-10,MI,0.8433
2020-07-10,MN,0.7265
2020-07-10,MO,0.7537
2020-07-10,MS,0.9043
2020-07-10,MT,0.8534
2020-07-10,NC,0.8619
2020-07-10,ND,0.8010
2020-07-10,NE,0.8212
2020-07-10,NH,0.8815
2020-07-10,NJ,0.7057
2020-07-10,NM,0.6919
2020-07-10,NV,0.6610
2020-07-10,NY,0.6777
2020-07-10,OH,0.8455
2020-07-10,OK,0.8705
2020-07-10,OR,0.7013
2020-07-10,PA,0.8270
2020-07-10,Pi,1.2158
2020-07-10,PR,0.7521
2020-07-10,RI,0.8055
2020-07-10,SC,0.8112
2020-07-10,SD,0.9168
2020-07-10,So,0.0000
2020-07-10,St,0.3386
2020-07-10,TN,0.8739
2020-07-10,TX,0.7431
2020-07-10,Un,0.8094
2020-07-10,UT,0.7160
2020-07-10,VA,0.7506
2020-07-10,VI,0.5082
2020-07-10,VT,0.8609
2020-07-10,WA,0.6086
2020-07-10,WI,0.7289
2020-07-10,WV,0.9246
2020-07-10,WY,0.6639
2020-07-11,,0.9000
2020-07-11,AK,0.7628
2020-07-11,AL,0.9250
2020-07-11,AR,0.9249
2020-07-11,AZ,0.8175
2020-07-11,CA,0.7408
2020-07-11,CO,0.7951
2020-07-11,CT,0.8121
2020-07-11,DC,0.6121
2020-07-11,DE,0.8137
2020-07-11,FL,0.8187
2020-07-11,GA,0.8589
2020-07-11,GU,0.0000
2020-07-11,HI,0.5802
2020-07-11,IA,0.9001
2020-07-11,ID,0.8912
2020-07-11,IL,0.7934
2020-07-11,IN,0.8889
2020-07-11,KS,0.9016
2020-07-11,KY,0.9277
2020-07-11,LA,0.9456
2020-07-11,Ly,0.0000
2020-07-11,MA,0.7615
2020-07-11,MD,0.8342
2020-07-11,ME,0.9556
2020-07-11,MI,0.9039
2020-07-11,MN,0.7853
2020-07-11,MO,0.8128
2020-07-11,MS,0.9594
2020-07-11,MT,0.9222
2020-07-11,NC,0.9145
2020-07-11,ND,0.8543
2020-07-11,NE,0.8919
2020-07-11,NH,0.9467
2020-07-11,NJ,0.7553
2020-07-11,NM,0.7419
2020-07-11,NV,0.7130
2020-07-11,NY,0.7284
2020-07-11,OH,0.9114
2020-07-11,OK,0.9242
2020-07-11,OR,0.7538
2020-07-11,PA,0.8849
2020-07-11,Pi,1.0638
2020-07-11,PR,0.7990
2020-07-11,RI,0.8694
2020-07-11,SC,0.8609
2020-07-11,SD,0.9911
2020-07-11,Sh,1.9108
2020-07-11,So,0.0000
2020-07-11,TN,0.9224
2020-07-11,TX,0.7949
2020-07-11,Un,0.8444
2020-07-11,UT,0.7766
2020-07-11,VA,0.7986
2020-07-11,VI,0.5906
2020-07-11,VT,0.9409
2020-07-11,WA,0.6568
2020-07-11,WI,0.7839
2020-07-11,WV,0.9940
2020-07-11,WY,0.7159
2020-07-12,,0.9461
2020-07-12,AK,0.7940
2020-07-12,AL,0.9547
2020-07-12,AR,0.9435
2020-07-12,AZ,0.8360
2020-07-12,CA,0.7564
2020-07-12,CO,0.8122
2020-07-12,CT,0.8271
2020-07-12,DC,0.6241
2020-07-12,DE,0.8249
2020-07-12,FL,0.8429
2020-07-12,GA,0.8777
2020-07-12,HI,0.5776
2020-07-12,IA,0.9120
2020-07-12,ID,0.9057
2020-07-12,IL,0.8101
2020-07-12,IN,0.9000
2020-07-12,KS,0.9146
2020-07-12,KY,0.9459
2020-07-12,LA,0.9665
2020-07-12,Ly,0.0000
2020-07-12,MA,0.7683
2020-07-12,MD,0.8523
2020-07-12,ME,0.9680
2020-07-12,MI,0.9220
2020-07-12,MN,0.7912
2020-07-12,MO,0.8291
2020-07-12,MS,0.9753
2020-07-12,MT,0.9438
2020-07-12,NC,0.9277
2020-07-12,ND,0.8743
2020-07-12,NE,0.9073
2020-07-12,NH,0.9603
2020-07-12,NJ,0.7658
2020-07-12,NM,0.7612
2020-07-12,NV,0.7302
2020-07-12,NY,0.7402
2020-07-12,OH,0.9308
2020-07-12,OK,0.9375
2020-07-12,OR,0.7656
2020-07-12,PA,0.9031
2020-07-12,Pi,0.9119
2020-07-12,PR,0.8154
2020-07-12,RI,0.8779
2020-07-12,SC,0.8761
2020-07-12,SD,1.0056
2020-07-12,St,0.3386
2020-07-12,TN,0.9371
2020-07-12,TX,0.8075
2020-07-12,Un,0.8444
2020-07-12,UT,0.8034
2020-07-12,VA,0.8224
2020-07-12,VI,0.5412
2020-07-12,VT,0.9478
2020-07-12,WA,0.6775
2020-07-12,WI,0.7960
2020-07-12,WV,1.0143
2020-07-12,WY,0.7343
2020-07-13,,0.9661
2020-07-13,AK,0.8078
2020-07-13,AL,0.9613
2020-07-13,AR,0.9403
2020-07-13,AZ,0.8499
2020-07-13,CA,0.7730
2020-07-13,CO,0.8240
2020-07-13,CT,0.8471
2020-07-13,DC,0.6288
2020-07-13,DE,0.8493
2020-07-13,FL,0.8605
2020-07-13,GA,0.8928
2020-07-13,GU,0.0000
2020-07-13,HI,0.5749
2020-07-13,IA,0.9222
2020-07-13,ID,0.9240
2020-07-13,IL,0.8193
2020-07-13,IN,0.9151
2020-07-13,KS,0.9244
2020-07-13,KY,0.9460
2020-07-13,LA,0.9699
2020-07-13,MA,0.7847
2020-07-13,MD,0.8537
2020-07-13,ME,0.9841
2020-07-13,MI,0.9360
2020-07-13,MN,0.8076
2020-07-13,MO,0.8425
2020-07-13,MS,0.9875
2020-07-13,MT,0.9364
2020-07-13,NC,0.9362
2020-07-13,ND,0.8952
2020-07-13,NE,0.9258
2020-07-13,NH,0.9853
2020-07-13,NJ,0.7682
2020-07-13,NM,0.7680
2020-07-13,NV,0.7475
2020-07-13,NY,0.7529
2020-07-13,OH,0.9390
2020-07-13,OK,0.9486
2020-07-13,OR,0.7730
2020-07-13,PA,0.9130
2020-07-13,Pi,1.6413
2020-07-13,PR,0.8472
2020-07-13,RI,0.9054
2020-07-13,SC,0.8973
2020-07-13,SD,1.0117
2020-07-13,Sh,1.9108
2020-07-13,So,0.0000
2020-07-13,St,0.3612
2020-07-13,TN,0.9429
2020-07-13,TX,0.8212
2020-07-13,Un,0.7756
2020-07-13,UT,0.8270
2020-07-13,VA,0.8363
2020-07-13,VI,0.5297
2020-07-13,VT,0.9843
2020-07-13,WA,0.7038
2020-07-13,WI,0.8196
2020-07-13,WV,1.0193
2020-07-13,WY,0.7540
2020-07-14,,0.9848
2020-07-14,AK,0.8238
2020-07-14,AL,0.9761
2020-07-14,AR,0.9557
2020-07-14,AZ,0.8650
2020-07-14,CA,0.7868
2020-07-14,CO,0.8472
2020-07-14,CT,0.8528
2020-07-14,DC,0.6368
2020-07-14,DE,0.8545
2020-07-14,FL,0.8887
2020-07-14,GA,0.9148
2020-07-14,GU,0.0000
2020-07-14,HI,0.5526
2020-07-14,IA,0.9494
2020-07-14,ID,0.9265
2020-07-14,IL,0.8374
2020-07-14,IN,0.9302
2020-07-14,KS,0.9241
2020-07-14,KY,0.9371
2020-07-14,LA,0.9918
2020-07-14,Ly,0.0000
2020-07-14,MA,0.7861
2020-07-14,MD,0.8632
2020-07-14,ME,0.9735
2020-07-14,MI,0.9591
2020-07-14,MN,0.8240
2020-07-14,MO,0.8678
2020-07-14,MS,0.9830
2020-07-14,MT,0.9460
2020-07-14,NC,0.9497
2020-07-14,ND,0.9165
2020-07-14,NE,0.9482
2020-07-14,NH,1.0383
2020-07-14,NJ,0.7754
2020-07-14,NM,0.7747
2020-07-14,NV,0.7564
2020-07-14,NY,0.7692
2020-07-14,OH,0.9479
2020-07-14,OK,0.9802
2020-07-14,OR,0.7787
2020-07-14,PA,0.9267
2020-07-14,Pi,1.5805
2020-07-14,PR,0.8306
2020-07-14,RI,0.9211
2020-07-14,SC,0.9182
2020-07-14,SD,1.0248
2020-07-14,So,0.0000
2020-07-14,St,0.4898
2020-07-14,TN,0.9582
2020-07-14,TX,0.8361
2020-07-14,Un,0.7407
2020-07-14,UT,0.8489
2020-07-14,VA,0.8595
2020-07-14,VI,0.5181
2020-07-14,VT,1.0243
2020-07-14,WA,0.7227
2020-07-14,WI,0.8392
2020-07-14,WV,1.0390
2020-07-14,WY,0.7603
2020-07-15,,0.9957
2020-07-15,AK,0.8500
2020-07-15,AL,0.9784
2020-07-15,AR,0.9656
2020-07-15,AZ,0.8624
2020-07-15,CA,0.7887
2020-07-15,CO,0.8414
2020-07-15,CT,0.8299
2020-07-15,DC,0.6393
2020-07-15,DE,0.8641
2020-07-15,FL,0.8987
2020-07-15,GA,0.9117
2020-07-15,GU,0.0000
2020-07-15,HI,0.5433
2020-07-15,IA,0.9470
2020-07-15,ID,0.9048
2020-07-15,IL,0.8344
2020-07-15,IN,0.9350
2020-07-15,KS,0.9139
2020-07-15,KY,0.9204
2020-07-15,LA,0.9967
2020-07-15,Ly,0.0000
2020-07-15,MA,0.7786
2020-07-15,MD,0.8559
2020-07-15,ME,0.9429
2020-07-15,MI,0.9606
2020-07-15,MN,0.8366
2020-07-15,MO,0.8714
2020-07-15,MS,0.9764
2020-07-15,MT,0.9471
2020-07-15,NC,0.9442
2020-07-15,ND,1.0162
2020-07-15,NE,0.9636
2020-07-15,NH,1.0751
2020-07-15,NJ,0.7809
2020-07-15,NM,0.7679
2020-07-15,NV,0.7547
2020-07-15,NY,0.7664
2020-07-15,OH,0.9483
2020-07-15,OK,0.9402
2020-07-15,OR,0.7685
2020-07-15,PA,0.9283
2020-07-15,PR,0.7893
2020-07-15,RI,0.9322
2020-07-15,SC,0.9141
2020-07-15,SD,1.1047
2020-07-15,So,0.0000
2020-07-15,St,0.9029
2020-07-15,TN,0.9517
2020-07-15,TX,0.8245
2020-07-15,Un,0.6719
2020-07-15,UT,0.8456
2020-07-15,VA,0.8688
2020-07-15,VI,0.4119
2020-07-15,VT,1.0203
2020-07-15,WA,0.7343
2020-07-15,WI,0.8395
2020-07-15,WV,1.0475
2020-07-15,WY,0.7596
2020-07-16,,1.0244
2020-07-16,AK,0.8853
2020-07-16,AL,0.9870
2020-07-16,AR,0.9814
2020-07-16,AS,0.0000
2020-07-16,AZ,0.8741
2020-07-16,CA,0.7942
2020-07-16,CO,0.8370
2020-07-16,CT,0.8288
2020-07-16,DC,0.6253
2020-07-16,DE,0.8786
2020-07-16,FL,0.9051
2020-07-16,GA,0.9283
2020-07-16,GU,0.0000
2020-07-16,HI,0.5872
2020-07-16,IA,0.9606
2020-07-16,ID,0.9199
2020-07-16,IL,0.8372
2020-07-16,IN,0.9432
2020-07-16,KS,0.9202
2020-07-16,KY,0.9275
2020-07-16,LA,0.9971
2020-07-16,Ly,0.0000
2020-07-16,MA,0.7793
2020-07-16,MD,0.8587
2020-07-16,ME,0.9429
2020-07-16,MI,0.9709
2020-07-16,MN,0.8520
2020-07-16,MO,0.8752
2020-07-16,MP,0.0000
2020-07-16,MS,1.0014
2020-07-16,MT,0.9557
2020-07-16,NC,0.9494
2020-07-16,ND,1.0596
2020-07-16,NE,0.9871
2020-07-16,NH,1.0987
2020-07-16,NJ,0.7937
2020-07-16,NM,0.7636
2020-07-16,NV,0.7527
2020-07-16,NY,0.7657
2020-07-16,OH,0.9583
2020-07-16,OK,0.9592
2020-07-16,OR,0.7773
2020-07-16,PA,0.9352
2020-07-16,Pi,1.7234
2020-07-16,PR,0.9009
2020-07-16,RI,0.9529
2020-07-16,SC,0.9319
2020-07-16,SD,1.0949
2020-07-16,Sh,0.6369
2020-07-16,So,0.0000
2020-07-16,St,0.9774
2020-07-16,TN,0.9584
